35a - Antenatal care coverage  at least one visit

Indicator Name,Region,Country Code,Country,Year,Sex,Value,LowerBound,UpperBound,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Proportion of births attended by skilled health personnel,Developed regions,642,Romania,2006,Female,98.2,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,642,Romania,2011,Female,99.4,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,642,Romania,2012,Female,99.5,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,642,Romania,2013,Female,98.5,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,642,Romania,2014,Female,98.5,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,642,Romania,2015,Female,95.2,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,643,Russian Federation,2003,Female,99.4,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,643,Russian Federation,2008,Female,99.6,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,643,Russian Federation,2000,Female,99.2,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,643,Russian Federation,2005,Female,99.4,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,643,Russian Federation,2007,Female,99.6,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,643,Russian Federation,2009,Female,99.7,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,643,Russian Federation,2010,Female,99.7,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,643,Russian Federation,2001,Female,99.3,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,643,Russian Federation,2004,Female,99.4,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,643,Russian Federation,2006,Female,99.5,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,643,Russian Federation,2011,Female,98.7,-,-,Country data,-,Institutional Birth (IB): includes all deliveries that occurred at a health facility,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,643,Russian Federation,2002,Female,99.3,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,643,Russian Federation,2012,Female,99.7,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,643,Russian Federation,2013,Female,99.7,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,643,Russian Federation,2014,Female,99.7,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,688,Serbia,2003,Female,98.5,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,688,Serbia,2008,Female,99.7,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,688,Serbia,2000,Female,98,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,688,Serbia,2005,Female,99.7,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,688,Serbia,2007,Female,99.8,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,688,Serbia,2009,Female,99.8,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,688,Serbia,2010,Female,99.7,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,688,Serbia,2001,Female,98.2,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,688,Serbia,2004,Female,98.7,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,688,Serbia,2006,Female,88.9,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,688,Serbia,2011,Female,99,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,688,Serbia,2002,Female,99.2,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,688,Serbia,2012,Female,99,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,688,Serbia,2013,Female,99.9,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,688,Serbia,2014,Female,98.4,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,703,Slovakia,2003,Female,99.46,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,703,Slovakia,2008,Female,99.51,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,703,Slovakia,2000,Female,100,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,703,Slovakia,2005,Female,99.51,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,703,Slovakia,2007,Female,99.22,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,703,Slovakia,2009,Female,99.52,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,703,Slovakia,2010,Female,99.21,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,703,Slovakia,2001,Female,99.43,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,703,Slovakia,2004,Female,99.51,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,703,Slovakia,2006,Female,99.52,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,703,Slovakia,2011,Female,99,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,703,Slovakia,2002,Female,99.43,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,703,Slovakia,2012,Female,99.5,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,703,Slovakia,2013,Female,98.6,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,703,Slovakia,2014,Female,98.5,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,705,Slovenia,2003,Female,99.9,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,705,Slovenia,2008,Female,99.9,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,705,Slovenia,2000,Female,99.9,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,705,Slovenia,2005,Female,99.9,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,705,Slovenia,2007,Female,99.9,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,705,Slovenia,2009,Female,99.9,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,705,Slovenia,2010,Female,99.9,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,705,Slovenia,2001,Female,99.9,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,705,Slovenia,2004,Female,99.9,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,705,Slovenia,2006,Female,99.9,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,705,Slovenia,2011,Female,99.9,-,-,Country data,-,Institutional Birth (IB): includes all deliveries that occurred at a health facility,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,705,Slovenia,2002,Female,99.9,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,705,Slovenia,2012,Female,99.8,-,-,Country data,-,Institutional Birth (IB): includes all deliveries that occurred at a health facility,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,804,Ukraine,2003,Female,99.9,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,804,Ukraine,2008,Female,99.9,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,804,Ukraine,2000,Female,99.9,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,804,Ukraine,2005,Female,99.8,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,804,Ukraine,2007,Female,98.7,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,804,Ukraine,2009,Female,99.9,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,804,Ukraine,2010,Female,99.9,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,804,Ukraine,2001,Female,99.9,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,804,Ukraine,2004,Female,99.9,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,804,Ukraine,2006,Female,99.9,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,804,Ukraine,2011,Female,99.9,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,804,Ukraine,2002,Female,99.9,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,804,Ukraine,2012,Female,99,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,804,Ukraine,2013,Female,99.9,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,804,Ukraine,2014,Female,99.9,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,807,North Macedonia,2003,Female,99,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,807,North Macedonia,2008,Female,99.7,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,807,North Macedonia,2000,Female,97.7,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,807,North Macedonia,2005,Female,99.1,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,807,North Macedonia,2007,Female,99.6,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,807,North Macedonia,2009,Female,99.8,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,807,North Macedonia,2010,Female,99.9,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,807,North Macedonia,2001,Female,97.6,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,807,North Macedonia,2004,Female,99,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,807,North Macedonia,2006,Female,97.8,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,807,North Macedonia,2011,Female,89.1,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,807,North Macedonia,2002,Female,98.2,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,807,North Macedonia,2012,Female,99.9,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,807,North Macedonia,2013,Female,99.9,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,807,North Macedonia,2014,Female,99.9,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,807,North Macedonia,2015,Female,99.9,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,807,North Macedonia,2016,Female,99.9,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,807,North Macedonia,2017,Female,99.9,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,840,United States of America,2003,Female,99.3,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,840,United States of America,2008,Female,99.3,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,840,United States of America,2000,Female,99.4,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,840,United States of America,2005,Female,99.4,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,840,United States of America,2007,Female,99.3,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,840,United States of America,2009,Female,99.3,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,840,United States of America,2010,Female,99.4,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,840,United States of America,2001,Female,99.4,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,840,United States of America,2004,Female,99.3,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,840,United States of America,2006,Female,99.4,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,840,United States of America,2011,Female,99.3,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,840,United States of America,2002,Female,99.5,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,840,United States of America,2012,Female,99.3,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,840,United States of America,2013,Female,99.2,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,840,United States of America,2014,Female,98.5,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,840,United States of America,2015,Female,99.1,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,840,United States of America,2016,Female,99.1,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,840,United States of America,2017,Female,99.1,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Northern Africa,12,Algeria,2006,Female,95.2,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Northern Africa,12,Algeria,2013,Female,96.6,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Northern Africa,434,Libya,2007,Female,98.3,-,-,Country data,-,Institutional Birth (IB): includes all deliveries that occurred at a health facility,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Northern Africa,434,Libya,2010,Female,99.9,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Northern Africa,434,Libya,2011,Female,99.9,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Northern Africa,434,Libya,2012,Female,99.9,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Northern Africa,434,Libya,2013,Female,99.9,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Northern Africa,504,Morocco,2010,Female,74.1,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Northern Africa,504,Morocco,2004,Female,62.6,-,-,Country data,-,Definition includes other cadres that is not in alignment with the standard definition,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Northern Africa,504,Morocco,2011,Female,73.6,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Northern Africa,504,Morocco,2018,Female,86.6,-,-,Country data,-,Institutional Birth (IB) and delivery with a skilled personnel at home,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Northern Africa,788,Tunisia,2000,Female,89.9,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Northern Africa,788,Tunisia,2001,Female,89.9,-,-,Country data,-,Institutional Birth (IB): includes all deliveries that occurred at a health facility,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Northern Africa,788,Tunisia,2006,Female,94.6,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Northern Africa,788,Tunisia,2012,Female,73.6,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Northern Africa,818,Egypt,2003,Female,69.4,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Northern Africa,818,Egypt,2008,Female,78.9,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Northern Africa,818,Egypt,2000,Female,60.9,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Northern Africa,818,Egypt,2005,Female,74.2,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Northern Africa,818,Egypt,2014,Female,91.5,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,90,Solomon Islands,2007,Female,85.5,-,-,Country data,-,Definition includes other cadres that is not in alignment with the standard definition,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,90,Solomon Islands,2015,Female,86.2,-,-,Country data,-,Definition includes other cadres that is not in alignment with the standard definition,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,184,Cook Islands,2008,Female,100,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,184,Cook Islands,2000,Female,98,-,-,Country data,-,Definition includes other cadres that is not in alignment with the standard definition,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,184,Cook Islands,2005,Female,100,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,184,Cook Islands,2009,Female,100,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,242,Fiji,2003,Female,96.7,-,-,Country data,-,Institutional Birth (IB): includes all deliveries that occurred at a health facility,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,242,Fiji,2008,Female,98.8,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,242,Fiji,2000,Female,96.9,-,-,Country data,-,Institutional Birth (IB): includes all deliveries that occurred at a health facility,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,242,Fiji,2005,Female,97.2,-,-,Country data,-,Institutional Birth (IB): includes all deliveries that occurred at a health facility,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,242,Fiji,2007,Female,99,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,242,Fiji,2009,Female,99.8,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,242,Fiji,2010,Female,99.7,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,242,Fiji,2001,Female,98.4,-,-,Country data,-,Institutional Birth (IB): includes all deliveries that occurred at a health facility,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,242,Fiji,2004,Female,97,-,-,Country data,-,Institutional Birth (IB): includes all deliveries that occurred at a health facility,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,242,Fiji,2006,Female,99.3,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,242,Fiji,2011,Female,99.6,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,242,Fiji,2002,Female,96.9,-,-,Country data,-,Institutional Birth (IB): includes all deliveries that occurred at a health facility,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,242,Fiji,2012,Female,99.3,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,242,Fiji,2013,Female,99.7,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,242,Fiji,2014,Female,99.7,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,242,Fiji,2015,Female,99.9,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,242,Fiji,2016,Female,99.8,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,296,Kiribati,2008,Female,65,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,296,Kiribati,2000,Female,85,-,-,Country data,-,Definition includes other cadres that is not in alignment with the standard definition,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,296,Kiribati,2005,Female,63,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,296,Kiribati,2009,Female,79.8,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,296,Kiribati,2010,Female,98.3,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,296,Kiribati,2002,Female,76,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,520,Nauru,2007,Female,97.4,-,-,Country data,-,Definition includes other cadres that is not in alignment with the standard definition,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,548,Vanuatu,2003,Female,84,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
